awayTeam,homeTeam,venue_name,homeDateTime,high_temperature,low_temperature,precipitation (mm),percentile_score,score
UTA,MIN,Target Center,2023-11-30,40.96,26.67,0.0,73.35499593826157,56.07887074876715
LAL,OKC,Paycom Center,2023-11-30,55.2,45.57,1.28,73.84240454914703,56.37064264491371
ATL,SAS,Frost Bank Center,2023-11-30,70.3,58.33,0.39,20.389926888708366,30.08305991773938
LAC,GSW,Chase Center,2023-11-30,60.62,50.76,0.0,22.50203086921202,31.70048279879198
WAS,ORL,Kia Center,2023-12-01,83.34,61.38,0.0,6.458164094232331,17.063024234993602
PHI,BOS,TD Garden,2023-12-01,53.51,40.53,3.18,85.37774167343622,68.04195257829709
NYK,TOR,Scotiabank Arena,2023-12-01,48.76,32.67,8.62,94.80097481722177,83.56424829248735
MEM,DAL,American Airlines Center,2023-12-01,59.52,44.35,0.0,36.59626320064988,39.76516596001733
SAS,NOP,Smoothie King Center,2023-12-01,77.25,64.42,1.89,10.479285134037367,21.40901289422554
DEN,PHX,Footprint Center,2023-12-01,63.39,50.67,4.04,57.35174654752234,49.66293600401405
GSW,LAC,Crypto.com Arena,2023-12-02,66.88,50.43,0.0,23.354995938261574,32.24869396743708
MIN,CHA,Spectrum Center,2023-12-02,66.63,50.23,0.0,23.88302193338749,32.530112851455705
ORL,BKN,Barclays Center,2023-12-02,56.3,46.02,0.0,32.6157595450853,37.421530363075306
CLE,DET,Little Caesars Arena,2023-12-02,41.88,38.95,0.6,84.72786352558894,66.18219521691192
IND,MIA,Kaseya Center,2023-12-02,84.31,75.0,0.0,0.24370430544272947,6.335140177850191
NOP,CHI,United Center,2023-12-02,42.67,39.51,0.2,83.83428107229894,63.98116582483186
ATL,MIL,Fiserv Forum,2023-12-02,39.9,35.49,0.0,55.80828594638505,48.920380882217046
OKC,DAL,American Airlines Center,2023-12-02,65.66,41.5,0.0,42.20146222583266,43.01756848453571
MEM,PHX,Footprint Center,2023-12-02,64.92,47.79,0.0,29.122664500406174,35.518201377830195
POR,UTA,Delta Center,2023-12-02,39.33,31.96,7.89,95.04467912266449,84.5100191629014
DEN,SAC,Golden 1 Center,2023-12-02,58.32,50.54,0.0,23.1519090170593,32.09613870522931
HOU,LAL,Crypto.com Arena,2023-12-02,66.88,50.43,0.0,23.354995938261574,32.24869396743708
BOS,IND,Gainbridge Fieldhouse,2023-12-04,44.13,31.69,0.0,63.444354183590576,52.6481368834014
NOP,SAC,Golden 1 Center,2023-12-04,64.63,45.5,0.0,33.54995938261576,38.16363687334864
NYK,MIL,Fiserv Forum,2023-12-05,37.69,33.13,0.37,88.38342810722989,73.8614560683623
PHX,LAL,Crypto.com Arena,2023-12-05,81.05,60.62,0.0,7.148659626320065,17.90517312131497
ORL,CLE,Rocket Mortgage FieldHouse,2023-12-06,37.85,33.42,0.0,59.46385052802599,50.942474876390584
MEM,DET,Little Caesars Arena,2023-12-06,39.54,28.2,0.0,71.44597887896019,55.36161391956546
MIA,TOR,Scotiabank Arena,2023-12-06,31.84,25.45,0.0,74.49228269699431,56.551988266628356
PHI,WAS,Capital One Arena,2023-12-06,43.03,36.12,0.0,54.06173842404549,48.30015013044439
BKN,ATL,State Farm Arena,2023-12-06,50.92,38.39,0.0,49.187652315190896,46.16245684268733
SAS,MIN,Target Center,2023-12-06,45.66,23.61,0.0,76.60438667749797,57.26657953557145
CHA,CHI,United Center,2023-12-06,39.18,31.77,0.0,63.20064987814784,52.56816984250482
OKC,HOU,Toyota Center,2023-12-06,66.65,50.72,0.0,22.583265637692932,31.74468808967603
UTA,DAL,American Airlines Center,2023-12-06,64.53,44.33,0.0,36.758732737611695,39.85323016285509
POR,GSW,Chase Center,2023-12-06,60.21,52.39,5.25,49.6344435418359,46.41386157036029
DEN,LAC,Crypto.com Arena,2023-12-06,74.05,56.95,0.0,12.022745735174654,22.920120366373993
IND,MIL,T-Mobile Arena,2023-12-07,66.72,52.79,0.0,18.399675060926075,28.730218006143076
NOP,LAL,T-Mobile Arena,2023-12-07,66.72,52.79,0.0,18.399675060926075,28.730218006143076
TOR,CHA,Spectrum Center,2023-12-08,63.28,37.38,0.0,50.85296506904955,46.840967080377396
DET,ORL,Kia Center,2023-12-08,73.76,54.34,0.0,15.678310316815596,26.54858001108666
ATL,PHI,Wells Fargo Center,2023-12-08,52.54,33.24,0.0,59.87002437043054,51.12108885826587
WAS,BKN,Barclays Center,2023-12-08,49.69,35.92,0.0,54.874086108854584,48.5318596439284
CLE,MIA,Kaseya Center,2023-12-08,78.04,70.07,0.0,1.6246953696181965,10.365553274983034
MIN,MEM,FedExForum,2023-12-08,64.06,47.61,1.85,66.69374492282697,53.795972671167746
GSW,OKC,Paycom Center,2023-12-08,66.76,47.17,0.0,29.894394800974815,36.047259178463435
CHI,SAS,Frost Bank Center,2023-12-08,73.78,60.76,0.0,7.0268074735987,17.78730744527657
HOU,DEN,Ball Arena,2023-12-08,41.72,27.57,3.82,96.66937449228269,86.69778354102216
LAC,UTA,Delta Center,2023-12-08,37.26,26.58,6.13,98.13160032493907,89.12163156668326
DAL,POR,Moda Center,2023-12-08,46.8,37.35,0.0,51.056051990251824,46.885851974518594
NYK,BOS,TD Garden,2023-12-08,42.48,25.54,0.0,74.4110479285134,56.527186067188566
SAC,PHX,Footprint Center,2023-12-08,70.23,48.04,0.0,28.513403736799347,35.161073917150006
IND,LAL,T-Mobile Arena,2023-12-09,53.76,40.98,0.0,43.33874898456539,43.503797326628934
MIA,CHA,Spectrum Center,2023-12-11,48.11,34.05,2.24,90.25182778229082,76.93392691580978
IND,DET,Little Caesars Arena,2023-12-11,34.84,30.61,0.0,66.20633631194151,53.61151614947833
CLE,ORL,Kia Center,2023-12-11,65.48,48.7,0.0,26.848090982940697,34.149462853015336
WAS,PHI,Wells Fargo Center,2023-12-11,46.83,35.56,13.43,92.52640129975629,80.65663406435056
DEN,ATL,State Farm Arena,2023-12-11,48.43,31.06,0.0,65.06904955320877,53.20454091723688
TOR,NYK,Madison Square Garden,2023-12-11,48.36,37.04,14.11,91.14541023558083,78.26994520092416
SAS,HOU,Toyota Center,2023-12-11,63.77,39.52,0.0,46.79122664500406,44.946526434170906
DAL,MEM,FedExForum,2023-12-11,54.46,28.54,0.0,70.14622258326564,54.980352056569615
CHI,MIL,Fiserv Forum,2023-12-11,33.39,23.36,0.0,76.84809098294069,57.36444526569727
MIN,NOP,Smoothie King Center,2023-12-11,57.69,44.82,0.0,35.54021121039805,39.19687013115617
UTA,OKC,Paycom Center,2023-12-11,60.01,32.13,0.0,62.14459788789602,52.22023096027412
BKN,SAC,Golden 1 Center,2023-12-11,59.59,34.02,0.0,58.489033306255074,50.52787906707539
POR,LAC,Crypto.com Arena,2023-12-11,72.57,55.56,0.0,13.72867587327376,24.630584085728326
CLE,BOS,TD Garden,2023-12-12,43.47,31.1,0.0,64.90658001624695,53.15180100189747
LAL,DAL,American Airlines Center,2023-12-12,64.29,41.85,0.0,41.42973192526401,42.60813942655574
DEN,CHI,United Center,2023-12-12,38.23,28.04,0.0,71.73030056864337,55.47548152863056
GSW,PHX,Footprint Center,2023-12-12,69.91,51.4,0.0,21.770917952883835,30.98462221695637
SAC,LAC,Crypto.com Arena,2023-12-12,67.64,51.89,0.0,20.633631194151096,30.274995033784283
PHI,DET,Little Caesars Arena,2023-12-13,38.25,27.18,0.0,72.46141348497156,55.75284553644657
NOP,WAS,Capital One Arena,2023-12-13,48.96,33.96,0.0,58.651502843216896,50.59721428698203
CHA,MIA,Kaseya Center,2023-12-13,74.43,72.07,7.43,3.4930950446791225,13.554526850986111
ATL,TOR,Scotiabank Arena,2023-12-13,36.14,28.26,0.0,71.24289195775792,55.298252822247846
MEM,HOU,Toyota Center,2023-12-13,60.57,51.76,0.0,20.91795288383428,30.50571070254266
IND,MIL,Fiserv Forum,2023-12-13,40.69,21.74,0.0,77.41673436230707,57.65704577458795
LAL,SAS,Frost Bank Center,2023-12-13,57.96,53.98,1.72,38.26157595450853,40.70817715956617
BKN,PHX,Footprint Center,2023-12-13,67.93,44.37,0.0,36.47441104792851,39.712233700413435
NYK,UTA,Delta Center,2023-12-13,45.54,32.09,0.0,62.26645004061738,52.273910758742694
CLE,BOS,TD Garden,2023-12-14,35.31,26.56,0.0,73.67993501218521,56.17880555328833
CHI,MIA,Kaseya Center,2023-12-14,72.86,70.43,1.11,4.1429731925264015,14.736649762931858
MIN,DAL,American Airlines Center,2023-12-14,63.55,45.57,0.0,33.30625507717303,37.92404514127923
BKN,DEN,Ball Arena,2023-12-14,36.14,30.72,0.76,91.38911454102356,78.34278376827112
UTA,POR,Moda Center,2023-12-14,51.08,44.35,0.0,36.59626320064988,39.76516596001733
OKC,SAC,Golden 1 Center,2023-12-14,58.12,35.71,0.0,55.28025995125913,48.73370174877088
GSW,LAC,Crypto.com Arena,2023-12-14,73.83,52.72,0.0,18.60276198212835,28.87627509536929
NOP,CHA,Spectrum Center,2023-12-15,58.28,28.44,0.0,70.59301380991064,55.1458891648994
DET,PHI,Wells Fargo Center,2023-12-15,55.54,32.77,0.0,60.68237205523964,51.57171538664261
IND,WAS,Capital One Arena,2023-12-15,58.48,34.14,0.0,58.24532900081235,50.3053641786092
ORL,BOS,TD Garden,2023-12-15,54.34,31.87,0.0,62.71324126726238,52.48808096975443
ATL,TOR,Scotiabank Arena,2023-12-15,53.53,37.56,0.0,50.446791226645004,46.6910391387195
LAL,SAS,Frost Bank Center,2023-12-15,64.71,55.35,2.16,33.0625507717303,37.74610034909117
HOU,MEM,FedExForum,2023-12-15,65.25,44.8,0.0,35.662063363119415,39.26835688626845
NYK,PHX,Footprint Center,2023-12-15,74.12,49.06,0.0,26.076360682372055,33.84008305829244
DET,MIL,Fiserv Forum,2023-12-16,46.29,41.68,7.37,86.02761982128351,68.80724867828467
PHI,CHA,Spectrum Center,2023-12-16,57.43,30.15,0.0,67.66856214459789,54.158023604691664
ATL,CLE,Rocket Mortgage FieldHouse,2023-12-16,54.12,36.0,0.0,54.346060113728676,48.40165953191649
CHI,MIA,Kaseya Center,2023-12-16,75.06,71.4,17.05,4.54914703493095,15.107439368305394
IND,MIN,Target Center,2023-12-16,39.63,34.81,13.7,93.5012185215272,82.09042538729095
BKN,GSW,Chase Center,2023-12-16,64.8,49.73,0.0,24.695369618196587,33.00089357435462
OKC,DEN,Ball Arena,2023-12-16,61.79,32.43,0.0,61.73842404549147,51.97798583473159
DAL,POR,Moda Center,2023-12-16,50.04,37.89,0.0,49.87814784727863,46.45014787897814
UTA,SAC,Golden 1 Center,2023-12-16,65.73,37.45,0.0,50.69049553208773,46.78105356398437
NYK,LAC,Crypto.com Arena,2023-12-16,78.55,59.81,0.0,8.082859463850527,19.08053233366679
ORL,BOS,TD Garden,2023-12-17,53.01,37.04,15.47,91.63281884646628,78.43729614075677
NOP,SAS,Frost Bank Center,2023-12-17,71.65,40.8,0.0,44.272948822095856,43.92084175972122
HOU,MIL,Fiserv Forum,2023-12-17,42.76,34.86,0.0,56.94557270511779,49.54699925137807
WAS,PHX,Footprint Center,2023-12-17,77.05,54.09,0.0,16.084484159220146,26.863632926522524
GSW,POR,Moda Center,2023-12-17,47.8,38.84,0.0,48.090982940698616,45.62775150774473
HOU,CLE,Rocket Mortgage FieldHouse,2023-12-18,42.53,30.29,12.49,97.96913078797725,88.96675318117826
LAC,IND,Gainbridge Fieldhouse,2023-12-18,37.49,24.15,1.2,95.45085296506905,84.76715397406873
CHI,PHI,Wells Fargo Center,2023-12-18,60.69,41.36,27.8,87.81478472786353,73.00414253202788
DET,ATL,State Farm Arena,2023-12-18,54.64,37.24,0.0,51.34037367993501,46.990416663364066
MIN,MIA,Kaseya Center,2023-12-18,73.09,58.39,0.0,9.66693744922827,20.735840991926203
CHA,TOR,Scotiabank Arena,2023-12-18,43.09,29.16,14.35,98.61900893582452,90.76035679314279
MEM,OKC,Paycom Center,2023-12-18,51.49,36.75,0.0,52.721364744110474,47.61298263202088
DAL,DEN,Ball Arena,2023-12-18,53.87,32.76,0.0,60.76360682372055,51.612486340732886
BKN,UTA,Delta Center,2023-12-18,43.3,34.47,0.0,57.83915515840779,50.05385254936612
WAS,SAC,Golden 1 Center,2023-12-18,60.1,47.5,13.49,81.72217709179529,59.0763504670066
NYK,LAL,Crypto.com Arena,2023-12-18,69.66,60.78,0.0,6.904955320877335,17.668655517648276
MEM,NOP,Smoothie King Center,2023-12-19,54.05,43.97,0.0,37.246141348497154,40.186114152023606
SAS,MIL,Fiserv Forum,2023-12-19,32.74,16.02,0.0,79.3663688058489,58.334072976380476
BOS,GSW,Chase Center,2023-12-19,60.82,57.43,3.08,26.482534524776604,34.002401633705404
PHX,POR,Moda Center,2023-12-19,51.62,42.84,7.51,84.97156783103168,66.8081428141671
UTA,CLE,Rocket Mortgage FieldHouse,2023-12-20,39.56,24.84,0.0,75.46709991876523,56.89808387098148
CHA,IND,Gainbridge Fieldhouse,2023-12-20,49.05,27.09,0.0,72.70511779041429,55.82825111100837
MIA,ORL,Kia Center,2023-12-20,66.33,46.85,0.0,30.463038180341183,36.31855145679002
MIN,PHI,Wells Fargo Center,2023-12-20,44.8,28.45,0.0,70.51177904142973,55.12045427564125
NYK,BKN,Barclays Center,2023-12-20,44.55,29.73,0.0,68.96831844029244,54.532177640030774
DEN,TOR,Scotiabank Arena,2023-12-20,38.12,26.96,0.0,72.94882209585703,55.87846496265293
LAL,CHI,United Center,2023-12-20,42.98,30.56,0.0,66.45004061738423,53.702986943613034
ATL,HOU,Toyota Center,2023-12-20,68.74,54.75,0.0,14.744110479285133,25.771306199095527
LAC,DAL,American Airlines Center,2023-12-20,66.22,45.9,0.0,32.98131600324939,37.66431884738655
BOS,SAC,Golden 1 Center,2023-12-20,59.65,51.89,3.56,50.93419983753046,46.867321307887664
UTA,DET,Little Caesars Arena,2023-12-21,42.87,35.02,0.0,56.70186839967506,49.320059174149
NOP,CLE,Rocket Mortgage FieldHouse,2023-12-21,42.19,34.38,0.0,57.9203899268887,50.109853117947864
SAS,CHI,United Center,2023-12-21,46.11,34.92,0.0,56.78310316815597,49.447841125735366
IND,MEM,FedExForum,2023-12-21,56.8,36.41,0.0,53.04630381803412,47.935861833230454
ORL,MIL,Fiserv Forum,2023-12-21,40.68,32.0,0.0,62.63200649878147,52.40786970660569
LAC,OKC,Paycom Center,2023-12-21,60.71,54.54,0.0,15.272136474411047,26.176226140620102
LAL,MIN,Target Center,2023-12-21,38.37,31.03,0.0,65.19090170593013,53.24406157089635
WAS,POR,Moda Center,2023-12-21,46.67,37.51,0.0,50.568643379366364,46.73606802251238
TOR,PHI,Wells Fargo Center,2023-12-22,36.73,29.16,0.0,69.4557270511779,54.724701825786234
DEN,BKN,Barclays Center,2023-12-22,37.49,26.8,0.0,73.19252640129976,55.991281478787705
ATL,MIA,Kaseya Center,2023-12-22,73.96,66.7,0.0,2.680747359870024,12.227586769726843
DAL,HOU,Toyota Center,2023-12-22,70.77,59.88,0.0,7.961007311129163,18.89590388286103
WAS,GSW,Chase Center,2023-12-22,61.83,51.62,0.0,21.24289195775792,30.73469451025645
PHX,SAC,Golden 1 Center,2023-12-22,65.08,46.08,0.0,32.41267262388302,37.27133598058052
MIL,NYK,Madison Square Garden,2023-12-23,41.95,31.53,0.0,64.1348497156783,52.87405338429262
BOS,LAC,Crypto.com Arena,2023-12-23,64.58,53.71,0.0,16.896831844029244,27.50840647765427
DEN,CHA,Spectrum Center,2023-12-23,62.11,36.36,0.0,53.290008123476845,48.02354304294405
ORL,IND,Gainbridge Fieldhouse,2023-12-23,49.55,44.69,1.45,80.66612510154346,58.78108105425048
HOU,NOP,Smoothie King Center,2023-12-23,71.28,57.22,0.0,11.73842404549147,22.58111047580152
MEM,ATL,State Farm Arena,2023-12-23,64.42,40.14,0.0,45.57270511779041,44.476072836784255
DET,BKN,Barclays Center,2023-12-23,42.51,32.41,0.0,61.819658813972374,52.00495768356968
UTA,TOR,Scotiabank Arena,2023-12-23,38.95,30.79,15.27,97.88789601949634,88.61455986342881
CLE,CHI,United Center,2023-12-23,48.4,43.75,0.0,37.733549959382614,40.4296432865745
LAL,OKC,Paycom Center,2023-12-23,64.29,53.29,0.3,37.12428919577579,40.11366204948898
SAS,DAL,American Airlines Center,2023-12-23,64.11,59.85,8.49,21.039805036555645,30.615828045352096
POR,GSW,Chase Center,2023-12-23,59.43,47.8,0.0,29.000812347684807,35.458929915673295
MIN,SAC,Golden 1 Center,2023-12-23,56.21,43.74,0.0,37.97725426482534,40.49895406980634
MIL,NYK,Madison Square Garden,2023-12-25,48.69,41.9,0.0,41.348497156783104,42.57521501012651
GSW,DEN,Ball Arena,2023-12-25,27.68,13.06,0.0,79.77254264825345,58.52607083931209
BOS,LAL,Crypto.com Arena,2023-12-25,66.99,52.21,0.0,19.658813972380177,29.69036327441544
PHI,MIA,Kaseya Center,2023-12-25,75.78,71.78,0.0,1.0560519902518277,8.751797536453532
DAL,PHX,Footprint Center,2023-12-25,62.91,46.62,0.0,31.275385865150284,36.6644063095029
BKN,DET,Little Caesars Arena,2023-12-26,54.61,48.6,1.27,59.78878960194963,51.114400080614416
ORL,WAS,Capital One Arena,2023-12-26,48.72,44.1,6.47,83.75304630381802,63.94783689702756
ATL,CHI,United Center,2023-12-26,49.84,34.65,0.42,87.16490658001624,71.82412562254927
IND,HOU,Toyota Center,2023-12-26,57.94,43.23,0.0,38.66774979691308,40.87806276385563
MEM,NOP,Smoothie King Center,2023-12-26,55.26,49.15,0.0,25.670186839967506,33.54875460806172
MIN,OKC,Paycom Center,2023-12-26,47.41,29.95,0.0,68.39967506092607,54.37766751855025
UTA,SAS,Frost Bank Center,2023-12-26,60.13,39.0,0.0,47.68480909829407,45.44297563151676
SAC,POR,Moda Center,2023-12-26,46.36,42.17,2.18,83.99675060926076,64.34036850551706
CHA,LAC,Crypto.com Arena,2023-12-26,66.76,52.45,0.0,19.33387489845654,29.357884558097336
PHI,ORL,Kia Center,2023-12-27,71.51,58.42,1.58,21.689683184402924,30.965660179334513
TOR,WAS,Capital One Arena,2023-12-27,54.43,46.54,21.85,82.69699431356621,61.68545870342993
MIL,BKN,Barclays Center,2023-12-27,47.98,43.02,3.45,83.5093419983753,63.80561348289281
PHX,HOU,Toyota Center,2023-12-27,65.12,45.37,0.0,34.199837530463036,38.5111282050628
NYK,OKC,Paycom Center,2023-12-27,40.26,31.64,0.0,63.60682372055239,52.70138083354171
CLE,DAL,American Airlines Center,2023-12-27,50.94,39.13,0.0,47.35987002437043,45.288419856239884
DET,BOS,TD Garden,2023-12-28,45.59,41.31,15.73,87.24614134849715,71.9593678327946
IND,CHI,United Center,2023-12-28,41.54,36.81,9.03,90.57676685621445,77.0804772302309
DAL,MIN,Target Center,2023-12-28,34.97,27.12,0.0,72.54264825345247,55.777992054619354
UTA,NOP,Smoothie King Center,2023-12-28,52.93,44.38,0.0,36.352558895207146,39.65923079340779
MEM,DEN,Ball Arena,2023-12-28,44.19,23.86,0.0,76.27944760357433,57.19307034074139
MIA,GSW,Chase Center,2023-12-28,61.83,55.22,0.0,14.13484971567831,25.249087250464544
SAS,POR,Moda Center,2023-12-28,49.87,43.16,0.66,81.88464662875711,60.066982395167464
CHA,LAL,Crypto.com Arena,2023-12-28,65.64,52.47,0.0,19.252640129975628,29.310079725109194
NYK,ORL,Kia Center,2023-12-29,59.74,48.67,0.0,27.05117790414297,34.251968465115326
BKN,WAS,Capital One Arena,2023-12-29,52.68,43.02,0.0,39.398862713241265,41.28766598074382
SAC,ATL,State Farm Arena,2023-12-29,41.67,33.96,0.2,87.32737611697806,71.97494924499591
TOR,BOS,TD Garden,2023-12-29,45.36,40.37,0.0,45.166531275385864,44.31814519822978
MIL,CLE,Rocket Mortgage FieldHouse,2023-12-29,40.98,31.59,0.0,63.80991064175467,52.76786022142435
PHI,HOU,Toyota Center,2023-12-29,55.45,37.78,0.0,49.959382615759544,46.480327561380726
OKC,DEN,Ball Arena,2023-12-29,53.22,29.66,0.0,69.29325751421608,54.63494163171698
CHA,PHX,Footprint Center,2023-12-29,70.95,48.24,0.0,28.147847278635254,34.94103249359653
SAS,POR,Moda Center,2023-12-29,53.6,47.34,4.31,73.51746547522339,56.11806287190494
MEM,LAC,Crypto.com Arena,2023-12-29,65.43,54.75,0.0,14.744110479285133,25.771306199095527
MIA,UTA,Delta Center,2023-12-30,46.4,36.3,0.0,53.53371242891957,48.11106445611485
TOR,DET,Little Caesars Arena,2023-12-30,38.86,33.4,0.0,59.545085296506905,50.96999469066089
NYK,IND,Gainbridge Fieldhouse,2023-12-30,37.17,33.1,0.0,60.19496344435418,51.32640955504348
PHI,CHI,United Center,2023-12-30,36.84,28.29,0.0,71.03980503655565,55.23481904204507
LAL,MIN,Target Center,2023-12-30,30.31,25.88,1.58,94.96344435418358,84.43039203284962
DAL,GSW,Chase Center,2023-12-30,59.25,50.52,1.78,54.42729488220958,48.40466505633823
ATL,WAS,Capital One Arena,2023-12-31,49.14,38.98,0.0,47.76604386677498,45.47382375038346
LAL,NOP,Smoothie King Center,2023-12-31,65.66,40.86,0.0,43.98862713241267,43.77692983556594
BKN,OKC,Paycom Center,2023-12-31,45.54,32.07,0.0,62.4289195775792,52.34093308872871
BOS,SAS,Frost Bank Center,2023-12-31,73.53,43.88,0.0,37.61169780666125,40.34283735304048
SAC,MEM,FedExForum,2023-12-31,58.01,36.37,0.0,53.16815597075548,47.97972246737186
ORL,PHX,Footprint Center,2023-12-31,62.46,47.1,0.0,30.01624695369618,36.10556484298212
MIN,NYK,Madison Square Garden,2024-01-01,44.98,35.35,1.37,87.97725426482533,73.07576309772976
CLE,TOR,Scotiabank Arena,2024-01-01,29.62,25.38,0.11,92.36393176279446,80.17620965515609
DET,HOU,Toyota Center,2024-01-01,63.23,51.06,3.37,54.5897644191714,48.46095025284709
IND,MIL,Fiserv Forum,2024-01-01,30.22,25.11,0.0,75.10154346060114,56.77472049264251
CHA,DEN,Ball Arena,2024-01-01,52.99,30.34,0.0,67.05930138099106,53.9244843337192
POR,PHX,Footprint Center,2024-01-01,61.77,49.64,0.0,25.020308692120224,33.17042998881881
DAL,UTA,Delta Center,2024-01-01,43.16,30.99,0.0,65.3127538586515,53.28355291191526
MIA,LAC,Crypto.com Arena,2024-01-01,66.56,51.08,0.0,22.095857026807472,31.34459621373366
CHI,PHI,Wells Fargo Center,2024-01-02,42.94,31.6,0.0,63.6880584890333,52.72798264675324
SAS,MEM,FedExForum,2024-01-02,44.06,24.71,0.0,75.54833468724614,56.94735439559831
BKN,NOP,Smoothie King Center,2024-01-02,53.47,38.7,0.0,48.33468724614134,45.781161724273275
BOS,OKC,Paycom Center,2024-01-02,47.52,29.88,0.0,68.5621445978879,54.42921962720594
ORL,GSW,Chase Center,2024-01-02,60.76,49.35,2.21,58.7327376116978,50.658710925878424
CHA,SAC,Golden 1 Center,2024-01-02,54.55,43.18,6.92,84.40292445166531,65.62125138924036
WAS,CLE,Rocket Mortgage FieldHouse,2024-01-03,34.2,31.55,0.14,89.11454102355808,75.05085809233904
MIL,IND,Gainbridge Fieldhouse,2024-01-03,34.21,24.55,0.0,75.62956945572705,56.99658232847382
OKC,ATL,State Farm Arena,2024-01-03,44.2,28.71,0.0,69.9025182778229,54.90378197867067
CHI,NYK,Madison Square Garden,2024-01-03,42.19,32.56,0.0,61.129163281884644,51.788789576465014
BKN,HOU,Toyota Center,2024-01-03,58.28,45.52,6.25,82.04711616571892,60.59301898305899
TOR,MEM,FedExForum,2024-01-03,46.4,30.25,0.0,67.34362307067424,54.04138012404876
NOP,MIN,Target Center,2024-01-03,32.72,24.26,0.0,76.1169780666125,57.094910859583116
POR,DAL,American Airlines Center,2024-01-03,56.12,41.31,0.0,42.810722989439476,43.27757035920824
LAC,PHX,Footprint Center,2024-01-03,62.2,46.38,0.0,31.681559707554833,36.93116537111312
DET,UTA,Delta Center,2024-01-03,44.01,32.76,0.21,88.30219333874898,73.52581849311234
MIA,LAL,Crypto.com Arena,2024-01-03,61.39,51.3,4.88,55.4021121039805,48.77419453191471
ORL,SAC,Golden 1 Center,2024-01-03,53.62,42.39,0.29,81.96588139723801,60.142758156349565
MIL,SAS,Frost Bank Center,2024-01-04,56.61,43.68,0.43,79.85377741673436,58.54940133119121
DEN,GSW,Chase Center,2024-01-04,58.95,45.91,0.0,32.85946385052802,37.58978172015599
UTA,BOS,TD Garden,2024-01-05,32.94,20.34,0.0,77.90414297319252,57.8270456887875
ATL,IND,Gainbridge Fieldhouse,2024-01-05,37.65,21.18,0.77,95.28838342810722,84.61399719660223
OKC,BKN,Barclays Center,2024-01-05,37.35,25.72,0.0,74.16734362307066,56.427868254412246
WAS,CLE,Rocket Mortgage FieldHouse,2024-01-05,32.56,23.38,0.0,76.76685621445978,57.33999449256052
NYK,PHI,Wells Fargo Center,2024-01-05,37.24,23.94,0.0,76.19821283509341,57.16854627123799
CHA,CHI,United Center,2024-01-05,36.84,26.78,0.21,92.20146222583266,79.81723716959911
MIN,HOU,Toyota Center,2024-01-05,62.19,49.19,23.97,74.08610885458975,56.40822411847348
LAC,NOP,Smoothie King Center,2024-01-05,63.82,45.54,1.6,75.71080422420796,57.01710707834909
POR,DAL,American Airlines Center,2024-01-05,52.45,44.29,6.77,83.67181153533711,63.87366695739794
ORL,DEN,Ball Arena,2024-01-05,40.15,25.16,0.0,74.81722177091795,56.70057363303075
MIA,PHX,Footprint Center,2024-01-05,56.98,42.33,0.0,40.536149471974,42.04491809255314
DET,GSW,Chase Center,2024-01-05,61.2,50.36,0.0,23.63931762794476,32.40053094357415
MEM,LAL,Crypto.com Arena,2024-01-05,64.49,48.63,0.0,27.21364744110479,34.37457171279656
TOR,SAC,Golden 1 Center,2024-01-05,58.96,40.86,0.0,43.98862713241267,43.77692983556594
BOS,IND,Gainbridge Fieldhouse,2024-01-06,34.61,32.56,10.31,95.20714865962631,84.5583014511103
NYK,WAS,Capital One Arena,2024-01-06,38.25,30.52,20.29,98.4565393988627,90.08479206171744
UTA,PHI,Wells Fargo Center,2024-01-06,41.0,27.99,24.01,99.51259138911453,93.53153266739719
MIL,HOU,Toyota Center,2024-01-06,62.67,43.41,0.0,38.424045491470345,40.75781977124915
SAS,CLE,Rocket Mortgage FieldHouse,2024-01-07,35.51,32.99,6.9,93.58245329000812,82.134041991868
POR,BKN,Barclays Center,2024-01-07,37.31,34.75,2.06,89.2770105605199,75.39672689195422
ATL,ORL,Kia Center,2024-01-07,69.66,52.63,0.0,18.84646628757108,29.0457467833681
NOP,SAC,Golden 1 Center,2024-01-07,52.47,33.85,0.0,58.89520714865962,50.70795344460302
MIN,DAL,American Airlines Center,2024-01-07,60.3,35.67,0.0,55.48334687246141,48.77684496243708
DET,DEN,Ball Arena,2024-01-07,36.66,25.2,0.0,74.73598700243704,56.675836456821976
MEM,PHX,Footprint Center,2024-01-07,52.23,42.55,1.97,83.26563769293257,63.24025612404601
TOR,GSW,Chase Center,2024-01-07,53.74,41.02,0.0,43.216896831844025,43.45541926486198
LAC,LAL,Crypto.com Arena,2024-01-07,57.6,48.85,0.0,26.360682372055237,33.984810786765074
CHI,CHA,Spectrum Center,2024-01-08,48.45,30.33,0.0,67.18115353371242,53.963477732712846
BOS,IND,Gainbridge Fieldhouse,2024-01-08,39.18,32.94,0.48,88.87083671811534,74.51520628799356
OKC,WAS,Capital One Arena,2024-01-08,47.71,35.1,0.0,56.58001624695369,49.277391556271446
HOU,MIA,Kaseya Center,2024-01-08,73.96,61.34,0.0,6.580016246953695,17.18585797670422
UTA,MIL,Fiserv Forum,2024-01-08,35.6,29.68,0.0,69.21202274573517,54.60926876334098
PHX,LAC,Crypto.com Arena,2024-01-08,60.84,44.82,0.0,35.54021121039805,39.19687013115617
