awayTeam,homeTeam,venue_name,homeDateTime,high_temperature,low_temperature,precipitation (mm),percentile_score,score
DET,PHX,Footprint Center,2024-02-14,69.37,46.42,0.0,31.437855402112103,36.81707673031044
LAL,UTA,Delta Center,2024-02-14,49.46,35.92,0.0,54.874086108854584,48.5318596439284
LAC,GSW,Chase Center,2024-02-14,57.74,50.04,6.25,61.25101543460601,51.81685678180626
GSW,UTA,Delta Center,2024-02-15,45.27,35.44,6.7,91.06417546709991,78.12506191096564
MIL,MEM,FedExForum,2024-02-15,66.97,42.48,0.0,40.170593013809906,41.79402523868882
MIN,POR,Moda Center,2024-02-15,43.93,38.19,9.02,89.19577579203899,75.10817814576153
ORL,CLE,Rocket Mortgage FieldHouse,2024-02-22,53.42,43.47,21.86,85.70268074735986,68.3426176054731
DET,IND,Gainbridge Fieldhouse,2024-02-22,54.39,42.42,9.89,85.54021121039804,68.30688098826894
NYK,PHI,Wells Fargo Center,2024-02-22,47.21,28.49,3.51,95.69455727051178,85.16561695316767
BKN,TOR,Scotiabank Arena,2024-02-22,49.48,34.81,0.0,57.27051177904143,49.645959328389985
PHX,DAL,American Airlines Center,2024-02-22,81.19,63.12,0.0,4.955320877335499,15.468079056857658
BOS,CHI,United Center,2024-02-22,56.71,46.04,0.0,32.49390739236393,37.32772969427401
HOU,NOP,Smoothie King Center,2024-02-22,73.96,54.82,0.0,14.459788789601948,25.580150124411812
LAC,OKC,Paycom Center,2024-02-22,69.19,49.96,0.0,24.207961007311127,32.70209001066588
WAS,DEN,Ball Arena,2024-02-22,43.57,34.34,0.0,58.001624695369614,50.16579117258031
CHA,UTA,Delta Center,2024-02-22,46.18,34.23,2.78,90.65800162469536,77.15638026387742
LAL,GSW,Chase Center,2024-02-22,61.16,47.39,0.0,29.569455727051178,35.85222215020647
SAS,SAC,Golden 1 Center,2024-02-22,62.78,41.92,0.0,41.22664500406174,42.52578059021413
TOR,ATL,State Farm Arena,2024-02-23,64.31,52.32,1.85,46.22258326563769,44.74854181705147
CLE,PHI,Wells Fargo Center,2024-02-23,47.37,39.7,0.0,46.46628757108042,44.82155496589086
PHX,HOU,Toyota Center,2024-02-23,76.91,58.51,0.0,9.504467912266449,20.463544480494992
LAC,MEM,FedExForum,2024-02-23,64.2,46.4,0.0,31.559707554833466,36.874165174509855
MIL,MIN,Target Center,2024-02-23,34.95,22.01,0.12,93.4199837530463,81.71644180471377
WAS,OKC,Paycom Center,2024-02-23,67.77,41.36,0.0,42.729488220958565,43.212716551121794
MIA,NOP,Smoothie King Center,2024-02-23,73.85,59.92,0.0,7.8797725426482526,18.74689198458501
CHA,GSW,Chase Center,2024-02-23,64.31,49.8,0.0,24.37043054427295,32.78774032369901
DEN,POR,Moda Center,2024-02-23,60.37,38.62,0.0,48.61900893582453,45.91879270928698
SAS,LAL,Crypto.com Arena,2024-02-23,76.19,54.77,0.0,14.622258326563768,25.689556338249023
ORL,DET,Little Caesars Arena,2024-02-24,32.32,20.91,0.0,77.66043866774979,57.754249855661534
BKN,MIN,Target Center,2024-02-24,45.12,17.56,0.0,78.79772542648253,58.11731721186782
BOS,NYK,Madison Square Garden,2024-02-24,42.28,28.63,0.0,70.02437043054427,54.942080356616174
MIL,PHI,Wells Fargo Center,2024-02-25,42.62,22.84,0.0,77.09179528838342,57.41331557321702
LAL,PHX,Footprint Center,2024-02-25,80.35,58.98,0.0,8.935824532900082,19.907781263382844
DAL,IND,Gainbridge Fieldhouse,2024-02-25,59.22,27.19,0.0,72.21770917952884,55.727687671179716
CLE,WAS,Capital One Arena,2024-02-25,46.85,26.71,0.0,73.27376116978066,56.053859209002006
ORL,ATL,State Farm Arena,2024-02-25,63.23,30.76,0.0,65.51584077985378,53.40185170919898
OKC,HOU,Toyota Center,2024-02-25,80.33,54.81,0.0,14.541023558082859,25.634911597697354
CHI,NOP,Smoothie King Center,2024-02-25,75.11,51.8,0.0,20.796100731112915,30.39057180905691
DEN,GSW,Chase Center,2024-02-25,62.96,52.14,0.0,19.983753046303818,29.8317198309064
SAS,UTA,Delta Center,2024-02-25,60.39,39.29,0.0,47.19740048740861,45.19543269371505
CHA,POR,Moda Center,2024-02-25,51.55,44.2,8.52,84.24045491470349,64.66029778221603
SAC,LAC,Crypto.com Arena,2024-02-25,67.98,55.08,0.0,14.378554021121039,25.415157754468265
DET,NYK,Madison Square Garden,2024-02-26,53.02,32.85,2.19,91.47034930950446,78.34776686420687
TOR,IND,Gainbridge Fieldhouse,2024-02-26,71.94,38.59,0.0,48.78147847278635,45.97982979902268
BKN,MEM,FedExForum,2024-02-26,70.18,56.48,0.0,12.591389114541023,23.464301134231203
MIA,SAC,Golden 1 Center,2024-02-26,64.81,48.31,0.0,27.741673436230705,34.73978541308228
DAL,CLE,Rocket Mortgage FieldHouse,2024-02-27,70.34,52.95,0.0,18.1965881397238,28.58341459618794
BKN,ORL,Kia Center,2024-02-27,79.07,52.9,0.0,18.277822908204712,28.632432698111458
GSW,WAS,Capital One Arena,2024-02-27,63.34,45.68,1.66,75.3046303818034,56.8287744193241
UTA,ATL,State Farm Arena,2024-02-27,71.6,56.86,0.0,12.225832656376928,23.102938218157647
PHI,BOS,TD Garden,2024-02-27,58.93,32.22,5.38,93.66368805848903,82.15187993434998
NOP,NYK,Madison Square Garden,2024-02-27,53.91,39.11,7.69,87.73354995938261,72.97602886058549
SAS,MIN,Target Center,2024-02-27,49.55,13.23,1.12,96.58813972380179,86.67979070830424
DET,CHI,United Center,2024-02-27,72.5,53.28,0.0,17.749796913078796,28.063555753277043
CHA,MIL,Fiserv Forum,2024-02-27,72.64,51.21,14.61,61.00731112916328,51.73124264355331
HOU,OKC,Paycom Center,2024-02-27,79.99,38.64,0.0,48.497156783103165,45.872961595334125
MIA,POR,Moda Center,2024-02-27,46.09,35.44,3.31,89.35824532900081,75.48096277095351
NOP,IND,Gainbridge Fieldhouse,2024-02-28,67.66,26.8,5.64,97.72542648253452,88.38405491188352
DAL,TOR,Scotiabank Arena,2024-02-28,57.67,22.77,0.35,94.2323314378554,82.63838116971814
MEM,MIN,Target Center,2024-02-28,18.91,4.48,0.0,80.82859463850528,58.81289241909402
CLE,CHI,United Center,2024-02-28,51.71,21.47,0.64,94.88220958570267,84.20702021159106
SAC,DEN,Ball Arena,2024-02-28,54.18,19.89,0.0,78.14784727863525,57.87552537611853
LAL,LAC,Crypto.com Arena,2024-02-28,69.28,52.18,0.0,19.780666125101543,29.761125478016204
MIL,CHA,Spectrum Center,2024-02-29,51.94,36.37,0.0,53.16815597075548,47.97972246737186
UTA,ORL,Kia Center,2024-02-29,74.93,61.18,0.0,6.742485783915516,17.42892857000639
ATL,BKN,Barclays Center,2024-02-29,43.11,30.96,0.0,65.39398862713242,53.30986421996576
GSW,NYK,Madison Square Garden,2024-02-29,42.44,30.56,0.0,66.45004061738423,53.702986943613034
OKC,SAS,Frost Bank Center,2024-02-29,48.38,46.4,0.0,31.559707554833466,36.874165174509855
HOU,PHX,Footprint Center,2024-02-29,74.21,52.43,0.0,19.415109666937447,29.40561167465969
MIA,DEN,Ball Arena,2024-02-29,62.26,33.69,0.0,59.0982940698619,50.79084936524459
WAS,LAL,Crypto.com Arena,2024-02-29,62.33,55.81,0.0,13.40373679935012,24.17082486241696
CLE,DET,Little Caesars Arena,2024-03-01,46.63,28.36,0.0,70.75548334687245,55.17131232825335
CHA,PHI,Wells Fargo Center,2024-03-01,49.03,28.71,0.0,69.9025182778229,54.90378197867067
DAL,BOS,TD Garden,2024-03-01,42.51,21.49,0.0,77.49796913078798,57.681362151801196
GSW,TOR,Scotiabank Arena,2024-03-01,46.63,24.53,0.0,75.79203899268887,57.02118035748474
POR,MEM,FedExForum,2024-03-01,49.62,41.99,0.87,82.94069861900893,62.36161091518135
SAC,MIN,Target Center,2024-03-01,57.94,36.59,0.0,52.96506904955321,47.818703461692806
IND,NOP,Smoothie King Center,2024-03-01,65.37,52.61,6.48,49.71567831031681,46.417322084082244
MIL,CHI,United Center,2024-03-01,45.86,31.51,0.0,64.29731925264012,52.92707006583354
WAS,LAC,Crypto.com Arena,2024-03-01,62.56,53.71,0.13,35.174654752233955,39.06262091407027
ATL,BKN,Barclays Center,2024-03-02,52.14,40.8,27.11,88.62713241267262,74.16986692958193
UTA,MIA,Kaseya Center,2024-03-02,80.04,71.87,0.0,0.9748172217709179,8.59007263559288
POR,MEM,FedExForum,2024-03-02,65.71,46.56,0.0,31.35662063363119,36.70263345132921
DEN,LAL,Crypto.com Arena,2024-03-02,59.13,53.08,2.8,43.54183590576767,43.5810591034385
HOU,PHX,Footprint Center,2024-03-02,75.7,54.14,0.0,16.003249390739235,26.78521711055328
PHI,DAL,American Airlines Center,2024-03-03,80.83,62.06,0.0,5.6051990251827775,16.177093916513506
GSW,BOS,TD Garden,2024-03-03,55.87,45.1,4.85,82.12835093419983,60.75857071099297
LAC,MIN,Target Center,2024-03-03,70.18,40.57,0.0,44.760357432981316,44.096096291748864
DET,ORL,Kia Center,2024-03-03,79.65,63.52,0.0,4.264825345247766,14.867127839168104
CHA,TOR,Scotiabank Arena,2024-03-03,44.85,39.72,0.0,46.38505280259951,44.79025761620558
NYK,CLE,Rocket Mortgage FieldHouse,2024-03-03,60.33,44.44,0.0,36.068237205523964,39.49979534213282
IND,SAS,Frost Bank Center,2024-03-03,78.51,64.13,0.0,3.8180341186027618,14.33897217018879
OKC,PHX,Footprint Center,2024-03-03,70.21,54.03,0.0,16.246953696181965,26.96783266188757
MEM,BKN,Barclays Center,2024-03-04,55.87,44.29,0.0,36.96181965881397,39.976194131427725
LAC,MIL,Fiserv Forum,2024-03-04,62.1,40.95,9.51,86.67749796913078,70.84225248355582
POR,MIN,Target Center,2024-03-04,38.61,29.77,0.0,68.80584890333063,54.506456369218846
WAS,UTA,Delta Center,2024-03-04,36.7,26.42,2.45,96.26320064987814,86.02988807476483
CHI,SAC,Golden 1 Center,2024-03-04,55.36,40.66,0.0,44.47603574329813,44.01652164341713
OKC,LAL,Crypto.com Arena,2024-03-04,63.37,49.19,0.0,25.588952071486595,33.48599733322085
ORL,CHA,Spectrum Center,2024-03-05,71.13,46.13,0.64,67.99350121852153,54.27829490330615
BOS,CLE,Rocket Mortgage FieldHouse,2024-03-05,71.37,43.12,0.1,79.20389926888708,58.25545754063253
PHI,BKN,Barclays Center,2024-03-05,46.42,42.28,12.7,86.27132412672623,69.46719944586722
DET,MIA,Kaseya Center,2024-03-05,81.34,70.84,0.0,1.2997562956945572,9.519297310759697
ATL,NYK,Madison Square Garden,2024-03-05,46.26,41.94,8.65,85.9463850528026,68.70755463657434
NOP,TOR,Scotiabank Arena,2024-03-05,57.24,44.62,0.35,74.65475223395613,56.65270412377882
SAS,HOU,Toyota Center,2024-03-05,86.67,67.78,0.0,2.4370430544272947,11.878553847512807
IND,DAL,American Airlines Center,2024-03-05,80.28,62.04,0.0,5.686433793663688,16.263547577881365
PHX,DEN,Ball Arena,2024-03-05,47.57,25.81,0.0,74.00487408610886,56.40301147547883
ORL,WAS,Capital One Arena,2024-03-06,53.76,48.4,5.76,69.53696181965881,54.75574236614651
CLE,ATL,State Farm Arena,2024-03-06,59.74,54.64,67.03,45.08529650690495,44.25701947015446
MEM,PHI,Wells Fargo Center,2024-03-06,50.45,48.24,20.71,80.0974817221771,58.59023253879312
LAC,HOU,Toyota Center,2024-03-06,81.34,66.09,0.0,3.0869212022745733,12.788156215137546
CHI,UTA,Delta Center,2024-03-06,50.86,41.18,0.0,43.135662063363114,43.39083127823566
MIL,GSW,Chase Center,2024-03-06,57.88,50.02,1.68,55.88952071486596,49.0201583488739
OKC,POR,Moda Center,2024-03-06,46.63,29.86,0.0,68.6433793663688,54.45497738004245
SAC,LAL,Crypto.com Arena,2024-03-06,61.74,49.78,10.35,66.28757108042242,53.697444100930525
BKN,DET,Little Caesars Arena,2024-03-07,52.39,38.79,0.0,48.25345247766044,45.719859408745315
MIN,IND,Gainbridge Fieldhouse,2024-03-07,50.04,43.93,0.0,37.36799350121852,40.23842304304358
MIA,DAL,American Airlines Center,2024-03-07,67.26,60.55,13.79,19.902518277822907,29.76130175693809
TOR,PHX,Footprint Center,2024-03-07,61.97,53.11,17.97,51.827782290820466,47.234532261582636
BOS,DEN,Ball Arena,2024-03-07,43.41,30.43,0.25,90.089358245329,76.89722853402367
CHI,GSW,Chase Center,2024-03-07,59.99,48.47,0.0,27.53858651502843,34.577944438756845
SAS,SAC,Golden 1 Center,2024-03-07,63.39,43.0,0.0,39.56133225020309,41.338581016877434
NOP,PHI,Wells Fargo Center,2024-03-08,56.34,39.74,0.0,46.3038180341186,44.758938382090214
CHA,WAS,Capital One Arena,2024-03-08,59.13,42.89,0.0,39.64256701868399,41.44022342111439
MIN,CLE,Rocket Mortgage FieldHouse,2024-03-08,65.43,46.35,0.9,68.88708367181152,54.522146274842264
ORL,NYK,Madison Square Garden,2024-03-08,54.32,38.39,0.0,49.187652315190896,46.16245684268733
ATL,MEM,FedExForum,2024-03-08,65.35,57.65,6.67,28.02599512591389,34.855785034420826
MIA,OKC,Paycom Center,2024-03-08,54.36,36.01,12.22,92.12022745735175,79.57095890854295
MIL,LAL,Crypto.com Arena,2024-03-08,68.99,49.05,0.0,26.157595450852963,33.88149692127611
HOU,POR,Moda Center,2024-03-08,59.88,32.54,0.0,61.37286758732737,51.85643890956216
CHI,LAC,Crypto.com Arena,2024-03-09,69.6,51.85,0.0,20.714865962632004,30.3443939245313
BKN,CHA,Spectrum Center,2024-03-09,58.24,51.93,8.91,55.72705117790414,48.84943566382481
DAL,DET,Little Caesars Arena,2024-03-09,52.88,36.82,3.82,88.54589764419171,73.91073681600308
BOS,PHX,Footprint Center,2024-03-09,73.4,50.56,0.0,23.070674248578392,32.052418123302424
SAS,GSW,Chase Center,2024-03-09,59.18,49.23,0.0,25.426482534524776,33.38113968717505
UTA,DEN,Ball Arena,2024-03-09,53.4,23.16,0.0,77.01056051990251,57.38888562148157
TOR,POR,Moda Center,2024-03-09,52.0,42.12,0.78,82.85946385052802,62.14557163559651
MIL,LAC,Crypto.com Arena,2024-03-10,68.36,51.51,0.0,21.445978878960194,30.848549029485483
NOP,ATL,State Farm Arena,2024-03-10,58.42,41.58,0.0,41.95775792038992,42.91966171370394
WAS,MIA,Kaseya Center,2024-03-10,87.26,73.33,0.0,0.5280259951259139,7.263246941101333
PHI,NYK,Madison Square Garden,2024-03-10,48.78,36.45,1.27,86.92120227457352,71.15190208889848
IND,ORL,Kia Center,2024-03-10,77.99,63.91,5.7,12.428919577579203,23.109364903646824
HOU,SAC,Golden 1 Center,2024-03-10,62.83,47.79,0.0,29.122664500406174,35.518201377830195
BKN,CLE,Rocket Mortgage FieldHouse,2024-03-10,37.85,30.61,6.95,95.9382615759545,85.77842583916534
MEM,OKC,Paycom Center,2024-03-10,65.64,37.72,0.0,50.243704305442726,46.52556037883603
MIN,LAL,Crypto.com Arena,2024-03-10,68.36,51.51,0.0,21.445978878960194,30.848549029485483
CHA,DET,Little Caesars Arena,2024-03-11,56.34,30.15,0.0,67.66856214459789,54.158023604691664
PHX,CLE,Rocket Mortgage FieldHouse,2024-03-11,51.73,31.24,0.0,64.66287571080422,53.04616386514728
DAL,CHI,United Center,2024-03-11,66.85,32.94,0.0,60.357432981316,51.449208670945204
GSW,SAS,Frost Bank Center,2024-03-11,72.55,46.98,0.0,30.178716490658,36.18315957872406
TOR,DEN,Ball Arena,2024-03-11,61.05,40.98,0.0,43.33874898456539,43.503797326628934
BOS,POR,Moda Center,2024-03-11,49.96,44.4,19.88,84.80909829406986,66.21450413851338
PHI,NYK,Madison Square Garden,2024-03-12,65.37,42.22,0.0,40.861088545897644,42.21135153701033
WAS,MEM,FedExForum,2024-03-12,71.1,43.09,0.0,39.31762794476035,41.2366880797428
IND,OKC,Paycom Center,2024-03-12,77.05,53.42,0.0,17.384240454914703,27.787367529663005
HOU,SAS,Frost Bank Center,2024-03-12,74.44,58.37,0.0,9.829406986190088,20.803358235553205
BOS,UTA,Delta Center,2024-03-12,47.86,36.52,10.56,91.22664500406174,78.3305845428052
MIN,LAC,Crypto.com Arena,2024-03-12,64.53,52.65,0.0,18.765231519090168,28.973237441681746
MIL,SAC,Golden 1 Center,2024-03-12,62.38,49.08,2.38,60.60113728675873,51.56049308278933
TOR,DET,Little Caesars Arena,2024-03-13,69.75,51.35,0.0,21.852152721364742,31.02984734351459
BKN,ORL,Kia Center,2024-03-13,82.31,59.59,0.0,8.61088545897644,19.552408896581895
CHI,IND,Gainbridge Fieldhouse,2024-03-13,74.55,46.02,0.0,32.6157595450853,37.421530363075306
DEN,MIA,Kaseya Center,2024-03-13,81.79,69.04,0.0,1.9496344435418358,10.89326138646097
CHA,MEM,FedExForum,2024-03-13,77.97,54.72,0.0,14.865962632006498,25.852797557692053
CLE,NOP,Smoothie King Center,2024-03-13,75.33,58.84,0.0,9.26076360682372,20.18757548017956
GSW,DAL,American Airlines Center,2024-03-13,79.63,63.3,0.0,4.467912266450041,15.10109336346042
ATL,POR,Moda Center,2024-03-13,53.35,38.62,0.0,48.61900893582453,45.91879270928698
LAL,SAC,Golden 1 Center,2024-03-13,64.99,43.74,0.0,37.97725426482534,40.49895406980634
PHX,BOS,TD Garden,2024-03-14,57.65,36.12,0.0,54.06173842404549,48.30015013044439
LAC,CHI,United Center,2024-03-14,60.26,41.79,16.18,86.8399675060926,71.01600283824868
WAS,HOU,Toyota Center,2024-03-14,81.59,72.54,0.0,0.8123476848090982,7.910176922642847
PHI,MIL,Fiserv Forum,2024-03-14,48.99,38.57,22.03,90.73923639317627,77.37061840419135
DAL,OKC,Paycom Center,2024-03-14,77.72,58.73,0.0,9.34199837530463,20.326028343888837
NYK,POR,Moda Center,2024-03-14,63.28,35.11,0.0,56.45816409423233,49.234686961923735
PHX,CHA,Spectrum Center,2024-03-15,64.87,57.11,3.7,28.757108042242077,35.30842368843237
MIA,DET,Little Caesars Arena,2024-03-15,50.29,38.86,0.0,47.96913078797725,45.581627760546574
ORL,TOR,Scotiabank Arena,2024-03-15,48.34,36.84,0.0,52.193338748984566,47.42115704613388
LAC,NOP,Smoothie King Center,2024-03-15,81.1,66.33,0.0,2.9244516653127537,12.566929414703338
DEN,SAS,Moody Center,2024-03-15,74.03,64.9,4.2,9.748172217709179,20.794490252933667
ATL,UTA,Delta Center,2024-03-15,52.74,33.69,0.0,59.0982940698619,50.79084936524459
CLE,HOU,Toyota Center,2024-03-16,71.64,64.53,0.69,9.58570268074736,20.536784108796557
BKN,IND,Gainbridge Fieldhouse,2024-03-16,62.1,36.81,0.0,52.35580828594638,47.52454395798225
CHA,PHI,Wells Fargo Center,2024-03-16,60.76,43.52,0.0,38.18034118602762,40.65447128917914
POR,NOP,Smoothie King Center,2024-03-16,76.82,62.87,0.0,5.199025182778229,15.737703339818532
WAS,CHI,United Center,2024-03-16,57.4,39.78,0.0,46.06011372867587,44.664848912638384
OKC,MEM,FedExForum,2024-03-16,66.83,42.76,0.0,39.80503655564581,41.54161713143596
GSW,LAL,Crypto.com Arena,2024-03-16,66.85,52.0,0.0,20.308692120227455,30.065837244973856
MIN,UTA,Delta Center,2024-03-16,57.94,36.91,0.0,51.94963444354183,47.317544238622496
NYK,SAC,Golden 1 Center,2024-03-16,72.21,45.45,0.0,33.712428919577576,38.27371181507946
PHX,MIL,Fiserv Forum,2024-03-17,39.52,27.45,0.0,72.05523964256702,55.70251844344422
MIA,DET,Little Caesars Arena,2024-03-17,43.21,31.21,0.27,89.52071486596263,75.9527578350523
DEN,DAL,American Airlines Center,2024-03-17,67.21,56.05,0.0,13.078797725426481,23.849599729155106
TOR,ORL,Kia Center,2024-03-17,84.42,67.21,0.0,2.5995125913891144,12.11236004983696
BOS,WAS,Capital One Arena,2024-03-17,69.13,49.68,0.0,24.89845653939886,33.10695557268384
BKN,SAS,Moody Center,2024-03-17,65.68,59.45,43.85,25.345247766043865,33.370980875183676
ATL,LAC,Crypto.com Arena,2024-03-17,67.69,50.88,0.0,22.380178716490658,31.634059039665424
CLE,IND,Gainbridge Fieldhouse,2024-03-18,34.02,30.07,0.0,68.11535337124289,54.28733353129348
DET,BOS,TD Garden,2024-03-18,49.51,37.11,0.0,51.46222583265637,47.03515894039298
MIA,PHI,Wells Fargo Center,2024-03-18,51.46,38.59,0.0,48.78147847278635,45.97982979902268
POR,CHI,United Center,2024-03-18,35.94,25.21,0.0,74.57351746547522,56.6510884789173
MIN,UTA,Delta Center,2024-03-18,61.93,40.41,0.0,45.00406173842404,44.25481634062841
NYK,GSW,Chase Center,2024-03-18,64.81,50.67,0.0,22.74573517465475,31.854932938190284
MEM,SAC,Golden 1 Center,2024-03-18,74.75,48.07,0.0,28.43216896831844,35.1011994190486
ATL,LAL,Crypto.com Arena,2024-03-18,73.09,54.41,0.0,15.515840779853777,26.389643118127484
CHA,ORL,Kia Center,2024-03-19,69.22,51.91,0.0,20.552396425670185,30.205436695141387
HOU,WAS,Capital One Arena,2024-03-19,51.89,34.57,0.0,57.55483346872461,49.89952692906985
NOP,BKN,Barclays Center,2024-03-19,45.64,34.84,0.0,57.108042242079605,49.603572041584734
DAL,SAS,Frost Bank Center,2024-03-19,60.69,47.62,0.0,29.244516653127537,35.57737409460635
DEN,MIN,Target Center,2024-03-19,49.73,31.08,0.0,64.98781478472786,53.178177497725684
MIA,CLE,Rocket Mortgage FieldHouse,2024-03-20,40.64,29.34,4.74,95.85702680747359,85.58818336013613
IND,DET,Little Caesars Arena,2024-03-20,39.94,26.44,0.57,93.33874898456538,81.71569178053137
MIL,BOS,TD Garden,2024-03-20,51.69,35.53,7.11,91.55158407798537,78.40627473983072
SAC,TOR,Scotiabank Arena,2024-03-20,33.57,23.79,3.32,97.5629569455727,88.28696181381936
UTA,OKC,Paycom Center,2024-03-20,76.98,50.88,0.0,22.380178716490658,31.634059039665424
MEM,GSW,Chase Center,2024-03-20,62.4,48.52,0.0,27.376116978066612,34.4967392247605
PHI,PHX,Footprint Center,2024-03-20,77.95,54.86,0.26,30.706742485783913,36.399801387225985
LAC,POR,Moda Center,2024-03-20,56.57,46.81,0.0,30.82859463850528,36.45344047877508
NOP,ORL,Kia Center,2024-03-21,80.64,53.8,0.0,16.69374492282697,27.35504688785808
SAC,WAS,Capital One Arena,2024-03-21,49.41,31.59,0.0,63.80991064175467,52.76786022142435
CHI,HOU,Toyota Center,2024-03-21,67.14,61.93,32.94,17.22177091795288,27.68936745232861
BKN,MIL,Fiserv Forum,2024-03-21,33.87,22.59,0.0,77.17303005686433,57.486543136744096
UTA,DAL,American Airlines Center,2024-03-21,64.29,57.42,11.08,30.544272948822094,36.33190033338048
NYK,DEN,Ball Arena,2024-03-21,65.89,37.92,0.0,49.79691307879772,46.41994857541987
ATL,PHX,Footprint Center,2024-03-21,81.59,56.32,0.0,12.753858651502842,23.583525016131684
BOS,DET,Little Caesars Arena,2024-03-22,32.5,27.93,7.26,98.21283509341998,89.18792423186737
OKC,TOR,Scotiabank Arena,2024-03-22,25.93,19.38,6.74,99.10641754670999,92.60237650206116
NOP,MIA,Kaseya Center,2024-03-22,74.53,67.84,32.83,8.773354995938261,19.70534804410913
CLE,MIN,Target Center,2024-03-22,32.34,25.11,12.37,99.43135662063362,93.47312866895601
MEM,SAS,Frost Bank Center,2024-03-22,83.39,59.65,0.0,8.489033306255077,19.444530729942183
IND,GSW,Chase Center,2024-03-22,64.92,50.97,4.1,55.97075548334687,49.03031705825028
LAC,POR,Moda Center,2024-03-22,58.89,48.2,6.28,72.38017871649065,55.74995266373314
PHI,LAL,Crypto.com Arena,2024-03-22,69.21,54.21,0.0,15.80016246953696,26.62769270809131
BKN,NYK,Madison Square Garden,2024-03-23,46.54,36.63,41.01,92.85134037367993,81.23365880639327
SAC,ORL,Kia Center,2024-03-23,80.87,63.52,0.0,4.264825345247766,14.867127839168104
CHA,ATL,State Farm Arena,2024-03-23,66.18,51.51,0.0,21.445978878960194,30.848549029485483
TOR,WAS,Capital One Arena,2024-03-23,52.14,39.31,36.8,89.92688870836717,76.61520271530426
BOS,CHI,United Center,2024-03-23,37.53,30.15,0.0,67.66856214459789,54.158023604691664
UTA,HOU,Toyota Center,2024-03-23,78.1,54.07,0.0,16.165718927701054,26.91578321812794
PHX,SAS,Frost Bank Center,2024-03-23,74.77,52.66,0.0,18.68399675060926,28.9247968984703
DEN,POR,Moda Center,2024-03-23,54.79,44.8,1.15,79.12266450040617,58.244385786135304
NOP,DET,Little Caesars Arena,2024-03-24,39.02,23.85,0.0,76.52315190901706,57.217583898966794
PHI,LAC,Crypto.com Arena,2024-03-24,61.99,49.08,3.81,62.91632818846466,52.513728039007894
CLE,MIA,Kaseya Center,2024-03-24,79.93,62.22,0.0,5.523964256701868,16.090175740164728
OKC,MIL,Fiserv Forum,2024-03-24,39.09,28.83,1.78,94.15109666937448,82.63100822829412
GSW,MIN,Target Center,2024-03-24,31.89,26.87,26.09,99.83753046303818,94.3339069901196
IND,LAL,Crypto.com Arena,2024-03-24,61.99,49.08,3.81,62.91632818846466,52.513728039007894
CHA,CLE,Rocket Mortgage FieldHouse,2024-03-25,66.76,36.21,0.0,53.858651502843216,48.227512604712345
BOS,ATL,State Farm Arena,2024-03-25,62.51,45.45,0.0,33.712428919577576,38.27371181507946
DET,NYK,Madison Square Garden,2024-03-25,51.3,33.46,0.0,59.38261575954508,50.91494018750656
BKN,TOR,Scotiabank Arena,2024-03-25,45.43,30.22,0.0,67.42485783915515,54.0673226445165
WAS,CHI,United Center,2024-03-25,61.29,45.3,5.93,82.29082047116165,61.10687822306686
POR,HOU,Toyota Center,2024-03-25,77.34,61.02,0.0,6.823720552396425,17.509202247181268
PHX,SAS,Frost Bank Center,2024-03-25,79.83,58.46,15.51,26.969943135662064,34.23811222813021
MEM,DEN,Ball Arena,2024-03-25,29.35,17.96,5.7,99.02518277822908,91.72875797993501
DAL,UTA,Delta Center,2024-03-25,46.35,35.28,1.32,87.89601949634444,73.02731028233619
PHI,SAC,Golden 1 Center,2024-03-25,63.81,44.87,0.0,35.29650690495532,39.10732792576016
IND,LAC,Crypto.com Arena,2024-03-25,65.1,49.98,0.0,24.12672623883022,32.65918062094303
GSW,MIA,Kaseya Center,2024-03-26,81.21,72.5,0.0,0.8935824532900081,8.085512425432542
LAL,MIL,Fiserv Forum,2024-03-26,54.46,32.79,7.21,94.3135662063363,82.71426686780708
OKC,NOP,Smoothie King Center,2024-03-26,73.0,58.15,0.45,21.121039805036553,30.706278820873255
DAL,SAC,Golden 1 Center,2024-03-26,66.06,47.21,0.0,29.650690495532086,35.9693712734973
CLE,CHA,Spectrum Center,2024-03-27,54.16,48.69,9.84,72.13647441104793,55.71001828590114
GSW,ORL,Kia Center,2024-03-27,82.6,69.35,2.55,5.767668562144598,16.27713686981734
BKN,WAS,Capital One Arena,2024-03-27,48.36,44.87,13.55,84.15922014622258,64.63679112938888
POR,ATL,State Farm Arena,2024-03-27,70.61,51.96,0.0,20.471161657189278,30.112442303399593
LAC,PHI,Wells Fargo Center,2024-03-27,48.96,42.71,8.53,85.05280259951259,67.21394345547223
NYK,TOR,Scotiabank Arena,2024-03-27,48.31,37.96,0.35,84.89033306255077,66.71474243771566
IND,CHI,United Center,2024-03-27,42.75,29.14,0.0,69.61819658813972,54.76312544288065
LAL,MEM,FedExForum,2024-03-27,58.59,35.71,0.0,55.28025995125913,48.73370174877088
DET,MIN,Target Center,2024-03-27,28.33,16.92,2.67,98.2940698619009,89.25790929168932
HOU,OKC,Paycom Center,2024-03-27,42.78,31.89,20.07,97.23801787164906,87.82151808806101
SAS,UTA,Delta Center,2024-03-27,51.84,34.48,0.0,57.75792038992689,50.02582875674699
PHX,DEN,Ball Arena,2024-03-27,51.66,28.54,0.0,70.14622258326564,54.980352056569615
